"Kod";"Nazwa";"Współczynniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
031613100000;"PODREGION NYSKI";"dzietność";"2011";1,198;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2012";1,211;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2013";1,084;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2014";1,137;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2015";1,081;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2016";1,194;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2017";1,238;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2018";1,243;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2019";1,190;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2020";1,224;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2021";1,184;"-";"";
031613100000;"PODREGION NYSKI";"dzietność";"2022";;"-";"n";
031613200000;"PODREGION OPOLSKI";"dzietność";"2002";1,003;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2003";0,954;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2004";0,953;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2005";0,991;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2006";0,988;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2007";0,978;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2008";1,052;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2009";1,073;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2010";1,094;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2011";1,046;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2012";1,108;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2013";1,067;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2014";1,139;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2015";1,148;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2016";1,204;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2017";1,318;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2018";1,260;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2019";1,322;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2020";1,314;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2021";1,248;"-";"";
031613200000;"PODREGION OPOLSKI";"dzietność";"2022";;"-";"n";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2002";1,165;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2003";1,151;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2004";1,148;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2005";1,178;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2006";1,205;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2007";1,254;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2008";1,327;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2009";1,306;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2010";1,275;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2011";1,184;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2012";1,185;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2013";1,153;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2014";1,200;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2015";1,196;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2016";1,309;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2017";1,369;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2018";1,351;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2019";1,369;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2020";1,275;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2021";1,241;"-";"";
040410600000;"PODREGION BYDGOSKO-TORUŃSKI";"dzietność";"2022";;"-";"n";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2002";1,405;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2003";1,389;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2004";1,361;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2005";1,366;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2006";1,445;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2007";1,452;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2008";1,582;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2009";1,538;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2010";1,521;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2011";1,431;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2012";1,420;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2013";1,351;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2014";1,399;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2015";1,313;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2016";1,363;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2017";1,493;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2018";1,446;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2019";1,426;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2020";1,433;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2021";1,367;"-";"";
040410700000;"PODREGION GRUDZIĄDZKI";"dzietność";"2022";;"-";"n";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2002";1,311;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2003";1,289;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2004";1,294;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2005";1,265;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2006";1,307;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2007";1,327;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2008";1,383;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2009";1,419;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2010";1,385;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2011";1,297;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2012";1,281;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2013";1,248;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2014";1,276;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2015";1,226;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2016";1,270;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2017";1,338;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2018";1,292;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2019";1,267;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2020";1,385;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2021";1,328;"-";"";
040410800000;"PODREGION WŁOCŁAWSKI";"dzietność";"2022";;"-";"n";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2002";1,312;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2003";1,292;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2004";1,282;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2005";1,277;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2006";1,312;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2007";1,364;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2008";1,419;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2009";1,432;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2010";1,410;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2011";1,338;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2012";1,315;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2013";1,274;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2014";1,280;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2015";1,244;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2016";1,270;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2017";1,417;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2018";1,344;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2019";1,350;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2020";1,437;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2021";1,341;"-";"";
040416700000;"PODREGION INOWROCŁAWSKI";"dzietność";"2022";;"-";"n";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2002";1,448;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2003";1,425;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2004";1,365;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2005";1,449;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2006";1,436;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2007";1,497;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2008";1,652;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2009";1,564;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2010";1,532;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2011";1,393;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2012";1,446;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2013";1,396;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2014";1,387;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2015";1,326;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2016";1,384;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2017";1,469;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2018";1,480;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2019";1,446;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2020";1,487;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2021";1,401;"-";"";
040416800000;"PODREGION ŚWIECKI";"dzietność";"2022";;"-";"n";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2002";1,579;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2003";1,530;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2004";1,568;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2005";1,574;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2006";1,579;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2007";1,652;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2008";1,769;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2009";1,710;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2010";1,716;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2011";1,633;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2012";1,632;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2013";1,548;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2014";1,581;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2015";1,612;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2016";1,718;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2017";1,900;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2018";1,801;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2019";1,827;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2020";1,709;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2021";1,662;"-";"";
042214000000;"PODREGION GDAŃSKI";"dzietność";"2022";;"-";"n";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2002";1,383;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2003";1,357;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2004";1,322;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2005";1,316;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2006";1,391;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2007";1,421;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2008";1,544;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2009";1,481;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2010";1,433;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2011";1,349;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2012";1,331;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2013";1,334;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2014";1,383;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2015";1,314;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2016";1,383;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2017";1,515;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2018";1,512;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2019";1,397;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2020";1,511;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2021";1,423;"-";"";
042214100000;"PODREGION SŁUPSKI";"dzietność";"2022";;"-";"n";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2002";1,430;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2003";1,390;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2004";1,399;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2005";1,442;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2006";1,444;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2007";1,539;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2008";1,602;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2009";1,624;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2010";1,537;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2011";1,415;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2012";1,444;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2013";1,328;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2014";1,382;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2015";1,349;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2016";1,366;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2017";1,494;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2018";1,450;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2019";1,449;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2020";1,500;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2021";1,426;"-";"";
042214200000;"PODREGION STAROGARDZKI";"dzietność";"2022";;"-";"n";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2002";1,064;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2003";1,102;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2004";1,106;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2005";1,120;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2006";1,158;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2007";1,201;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2008";1,292;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2009";1,320;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2010";1,245;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2011";1,149;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2012";1,171;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2013";1,148;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2014";1,209;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2015";1,284;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2016";1,416;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2017";1,462;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2018";1,503;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2019";1,527;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2020";1,236;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2021";1,221;"-";"";
042214300000;"PODREGION TRÓJMIEJSKI";"dzietność";"2022";;"-";"n";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2002";1,617;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2003";1,535;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2004";1,518;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2005";1,547;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2006";1,606;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2007";1,637;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2008";1,753;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2009";1,734;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2010";1,674;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2011";1,542;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2012";1,495;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2013";1,427;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2014";1,475;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2015";1,468;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2016";1,568;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2017";1,701;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2018";1,644;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2019";1,658;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2020";1,682;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2021";1,604;"-";"";
042217200000;"PODREGION CHOJNICKI";"dzietność";"2022";;"-";"n";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2002";1,405;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2003";1,387;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2004";1,364;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2005";1,351;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2006";1,388;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2007";1,428;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2008";1,493;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2009";1,513;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2010";1,456;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2011";1,362;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2012";1,359;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2013";1,304;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2014";1,321;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2015";1,262;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2016";1,325;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2017";1,436;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2018";1,392;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2019";1,363;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2020";1,416;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2021";1,282;"-";"";
042815400000;"PODREGION ELBLĄSKI";"dzietność";"2022";;"-";"n";
042815500000;"PODREGION EŁCKI";"dzietność";"2002";1,461;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2003";1,405;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2004";1,387;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2005";1,410;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2006";1,391;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2007";1,442;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2008";1,496;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2009";1,538;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2010";1,381;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2011";1,320;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2012";1,284;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2013";1,234;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2014";1,262;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2015";1,287;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2016";1,240;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2017";1,381;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2018";1,306;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2019";1,328;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2020";1,392;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2021";1,254;"-";"";
042815500000;"PODREGION EŁCKI";"dzietność";"2022";;"-";"n";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2002";1,327;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2003";1,262;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2004";1,266;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2005";1,287;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2006";1,318;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2007";1,351;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2008";1,409;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2009";1,412;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2010";1,331;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2011";1,250;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2012";1,213;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2013";1,177;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2014";1,257;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2015";1,170;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2016";1,267;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2017";1,403;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2018";1,357;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2019";1,281;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2020";1,334;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2021";1,198;"-";"";
042815600000;"PODREGION OLSZTYŃSKI";"dzietność";"2022";;"-";"n";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2002";1,086;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2003";1,076;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2004";1,135;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2005";1,139;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2006";1,192;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2007";1,221;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2008";1,268;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2009";1,330;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2010";1,336;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2011";1,276;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2012";1,300;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2013";1,209;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2014";1,242;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2015";1,312;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2016";1,317;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2017";1,386;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2018";1,393;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2019";1,336;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2020";1,353;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2021";1,334;"-";"";
051011500000;"PODREGION ŁÓDZKI";"dzietność";"2022";;"-";"n";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2002";0,975;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2003";0,984;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2004";1,014;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2005";1,022;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2006";1,030;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2007";1,051;"-";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"dzietność";"2008";1,150;"-";"";
