"Kod";"Nazwa";"Wyszczególnienie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2009";3159,24;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2010";3243,15;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2011";3427,06;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2012";3568,84;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2013";3710,91;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2014";3837,47;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2015";4047,78;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2016";4230,12;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2017";4462,50;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2018";4779,47;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2019";5174,84;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2020";5510,99;"zł";"";
051011600000;"PODREGION MIASTO ŁÓDŹ";"ogółem";"2021";6062,04;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2002";2057,28;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2003";2093,68;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2004";2203,85;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2005";2215,11;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2006";2311,55;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2007";2471,31;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2008";2718,20;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2009";2870,20;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2010";3297,76;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2011";3521,42;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2012";3716,14;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2013";3814,85;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2014";3909,40;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2015";4080,69;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2016";4112,94;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2017";4295,53;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2018";4577,43;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2019";4900,74;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2020";5271,67;"zł";"";
051011700000;"PODREGION PIOTRKOWSKI";"ogółem";"2021";5672,66;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2002";1703,30;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2003";1756,56;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2004";1810,62;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2005";1864,09;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2006";1971,40;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2007";2154,56;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2008";2408,12;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2009";2536,43;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2010";2666,84;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2011";2784,94;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2012";2894,84;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2013";3027,70;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2014";3132,10;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2015";3244,38;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2016";3376,74;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2017";3598,36;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2018";3843,91;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2019";4162,04;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2020";4549,39;"zł";"";
051011800000;"PODREGION SIERADZKI";"ogółem";"2021";4996,58;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2002";1832,18;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2003";1898,91;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2004";1966,42;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2005";2028,89;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2006";2106,53;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2007";2302,16;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2008";2494,83;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2009";2670,52;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2010";2810,76;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2011";2945,41;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2012";3036,60;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2013";3172,21;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2014";3276,14;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2015";3373,29;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2016";3519,19;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2017";3717,10;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2018";4019,94;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2019";4294,66;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2020";4653,31;"zł";"";
051011900000;"PODREGION SKIERNIEWICKI";"ogółem";"2021";5078,74;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2002";1968,35;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2003";2024,14;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2004";2114,95;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2005";2164,91;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2006";2256,19;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2007";2455,24;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2008";2740,22;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2009";2877,34;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2010";2966,95;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2011";3134,45;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2012";3232,85;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2013";3356,48;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2014";3431,51;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2015";3583,05;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2016";3664,89;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2017";3937,89;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2018";4185,79;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2019";4521,70;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2020";4842,69;"zł";"";
052615200000;"PODREGION KIELECKI";"ogółem";"2021";5319,61;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2002";2001,49;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2003";2025,06;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2004";2124,37;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2005";2192,58;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2006";2281,05;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2007";2495,40;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2008";2757,98;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2009";2846,33;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2010";2982,23;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2011";3145,71;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2012";3291,86;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2013";3335,36;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2014";3445,26;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2015";3575,32;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2016";3679,81;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2017";3853,80;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2018";4138,65;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2019";4422,13;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2020";4707,90;"zł";"";
052615300000;"PODREGION SANDOMIERSKO-JĘDRZEJOWSKI";"ogółem";"2021";5138,20;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2002";1749,85;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2003";1794,77;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2004";1909,74;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2005";1984,56;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2006";2074,52;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2007";2224,17;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2008";2481,51;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2009";2649,16;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2010";2841,15;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2011";2999,58;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2012";3099,43;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2013";3198,96;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2014";3282,31;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2015";3363,24;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2016";3469,05;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2017";3588,82;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2018";3779,33;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2019";4065,92;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2020";4394,08;"zł";"";
060610900000;"PODREGION BIALSKI";"ogółem";"2021";4799,77;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2002";1811,09;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2003";1850,61;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2004";1925,43;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2005";1971,87;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2006";2096,50;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2007";2294,10;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2008";2537,75;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2009";2671,98;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2010";2759,07;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2011";2923,32;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2012";3043,53;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2013";3130,90;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2014";3233,74;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2015";3347,11;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2016";3493,59;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2017";3634,30;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2018";3888,26;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2019";4154,10;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2020";4555,76;"zł";"";
060611000000;"PODREGION CHEŁMSKO-ZAMOJSKI";"ogółem";"2021";4872,40;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2002";2112,51;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2003";2176,34;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2004";2286,36;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2005";2384,49;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2006";2495,68;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2007";2707,92;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2008";3025,84;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2009";3136,45;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2010";3410,28;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2011";3551,29;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2012";3683,93;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2013";3799,31;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2014";3945,88;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2015";4020,39;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2016";4123,72;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2017";4373,42;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2018";4634,87;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2019";4971,67;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2020";5303,69;"zł";"";
060611100000;"PODREGION LUBELSKI";"ogółem";"2021";5746,61;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2002";1830,40;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2003";1882,83;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2004";1980,22;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2005";2064,54;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2006";2163,44;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2007";2327,74;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2008";2592,02;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2009";2690,89;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2010";2827,47;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2011";3013,12;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2012";3127,01;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2013";3236,43;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2014";3332,48;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2015";3454,98;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2016";3583,02;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2017";3781,03;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2018";3975,68;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2019";4243,38;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2020";4578,11;"zł";"";
060611200000;"PODREGION PUŁAWSKI";"ogółem";"2021";4982,57;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2002";1798,03;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2003";1860,45;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2004";1909,85;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2005";1947,51;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2006";2032,45;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2007";2209,54;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2008";2401,06;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2009";2545,81;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2010";2650,41;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2011";2796,37;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2012";2897,31;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2013";3021,02;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2014";3120,10;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2015";3238,01;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2016";3373,28;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2017";3563,31;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2018";3816,09;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2019";4114,56;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2020";4398,20;"zł";"";
061813300000;"PODREGION KROŚNIEŃSKI";"ogółem";"2021";4872,03;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2002";1798,23;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2003";1868,53;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2004";1935,70;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2005";2000,39;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2006";2086,09;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2007";2273,59;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2008";2505,93;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2009";2630,28;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2010";2764,67;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2011";2949,43;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2012";3075,10;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2013";3185,68;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2014";3273,45;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2015";3384,37;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2016";3500,55;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2017";3561,36;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2018";3787,30;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2019";4050,21;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2020";4404,02;"zł";"";
061813400000;"PODREGION PRZEMYSKI";"ogółem";"2021";4852,38;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2002";1957,09;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2003";2037,18;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2004";2110,67;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2005";2213,26;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2006";2304,34;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2007";2499,60;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2008";2802,51;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2009";2940,61;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2010";3103,60;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2011";3220,79;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2012";3361,22;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2013";3505,38;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2014";3675,54;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2015";3808,78;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2016";3917,33;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2017";4092,84;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2018";4358,42;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2019";4665,14;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2020";5025,41;"zł";"";
061813500000;"PODREGION RZESZOWSKI";"ogółem";"2021";5494,92;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2002";1875,65;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2003";1956,07;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2004";2035,25;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2005";2073,60;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2006";2191,62;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2007";2391,58;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2008";2603,95;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2009";2701,89;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2010";2829,12;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2011";2985,28;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2012";3123,38;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2013";3249,28;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2014";3374,13;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2015";3462,01;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2016";3596,77;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2017";3839,87;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2018";4085,46;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2019";4382,29;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2020";4655,68;"zł";"";
061813600000;"PODREGION TARNOBRZESKI";"ogółem";"2021";5112,92;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2002";2018,41;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2003";2121,77;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2004";2194,72;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2005";2279,47;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2006";2384,34;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2007";2616,93;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2008";2881,74;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2009";3024,01;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2010";3129,59;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2011";3255,08;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2012";3394,57;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2013";3506,84;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2014";3595,71;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2015";3723,50;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2016";3838,54;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2017";4026,05;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2018";4270,81;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2019";4592,65;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2020";4947,14;"zł";"";
062013700000;"PODREGION BIAŁOSTOCKI";"ogółem";"2021";5463,41;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2002";1802,84;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2003";1857,00;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2004";1920,07;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2005";2005,90;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2006";2138,90;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2007";2354,05;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2008";2597,05;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2009";2682,75;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2010";2872,70;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2011";3062,15;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2012";3205,05;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2013";3357,85;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2014";3449,04;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2015";3557,43;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2016";3723,90;"zł";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"ogółem";"2017";4048,63;"zł";"";
