"Kod";"Nazwa";"Wiek";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2012";29291;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2013";29035;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2014";24362;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2015";20430;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2016";15885;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2017";13849;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2018";12832;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2019";11515;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2020";14544;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2021";11698;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"ogółem";"2022";10978;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2000";14409;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2001";17344;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2002";18157;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2003";18254;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2004";16170;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2005";14376;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2006";10846;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2007";7800;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2008";7158;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2009";10916;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2010";11604;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2011";11494;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2012";13345;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2013";13655;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2014";11258;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2015";9176;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2016";7077;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2017";5999;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2018";5372;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2019";4994;"osoba";"";
011212300000;"PODREGION OŚWIĘCIMSKI";"ogółem";"mężczyźni";"2020";6552;"osoba";"";
