"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";33;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";36;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";39;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";50;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";69;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";71;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";93;"-";"";
060611200000;"PODREGION PUŁAWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";133;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";30;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";34;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";37;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";48;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";63;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";76;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";87;"-";"";
061813300000;"PODREGION KROŚNIEŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";103;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";24;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";32;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";44;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";61;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";70;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";70;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";77;"-";"";
061813400000;"PODREGION PRZEMYSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";93;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";81;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";96;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";112;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";125;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";147;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";179;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";195;"-";"";
061813500000;"PODREGION RZESZOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";223;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";54;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";59;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";63;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";71;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";106;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";122;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";131;"-";"";
061813600000;"PODREGION TARNOBRZESKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";152;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";100;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";116;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";126;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";120;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";157;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";181;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";196;"-";"";
062013700000;"PODREGION BIAŁOSTOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";231;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";32;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";37;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";40;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";50;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";65;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";71;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";78;"-";"";
062013800000;"PODREGION ŁOMŻYŃSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";103;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";40;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";48;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";70;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";68;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";92;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";112;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";148;"-";"";
062013900000;"PODREGION SUWALSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";168;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";144;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";157;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";162;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";184;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";210;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";249;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";274;"-";"";
071412800000;"PODREGION MIASTO WARSZAWA";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";302;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";41;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";52;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";68;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";81;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";115;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";136;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";149;"-";"";
071412900000;"PODREGION WARSZAWSKI WSCHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";168;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";79;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";93;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";98;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";105;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";131;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";141;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";155;"-";"";
071413000000;"PODREGION WARSZAWSKI ZACHODNI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";187;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";16;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";17;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";29;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";30;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";40;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";58;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";60;"-";"";
071422500000;"PODREGION CIECHANOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";67;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";20;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";29;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";36;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";34;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";43;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";51;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";59;"-";"";
071422600000;"PODREGION OSTROŁĘCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";81;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";30;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";30;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";32;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";34;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";54;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";65;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";67;"-";"";
071422700000;"PODREGION RADOMSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";85;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";43;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";57;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";62;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";65;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";84;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";98;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";113;"-";"";
071427000000;"PODREGION PŁOCKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";131;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";24;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";33;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";38;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";40;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";71;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";96;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";107;"-";"";
071427100000;"PODREGION SIEDLECKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";120;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2012";;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2013";;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2014";27;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2015";28;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2016";33;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2017";47;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2018";60;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2019";82;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2020";88;"-";"";
071427300000;"PODREGION ŻYRARDOWSKI";"miejsca w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"2021";115;"-";"";
